Iteration   170 | Cost: 6.085441e-01
Iteration   171 | Cost: 6.085441e-01
Iteration   172 | Cost: 6.085441e-01
Iteration   173 | Cost: 6.085441e-01
Iteration   174 | Cost: 6.085441e-01
Iteration   175 | Cost: 6.085441e-01
Iteration   176 | Cost: 6.085441e-01
Iteration   177 | Cost: 6.085441e-01
Iteration   178 | Cost: 6.085441e-01
Iteration   179 | Cost: 6.085441e-01
Iteration   180 | Cost: 6.085441e-01
Iteration   181 | Cost: 6.085441e-01
Iteration   182 | Cost: 6.085441e-01
Iteration   183 | Cost: 6.085441e-01
Iteration   184 | Cost: 6.085441e-01
Iteration   185 | Cost: 6.085441e-01
Iteration   186 | Cost: 6.085441e-01
Iteration   187 | Cost: 6.085440e-01
Iteration   188 | Cost: 6.085440e-01
Iteration   189 | Cost: 6.085440e-01
Iteration   190 | Cost: 6.085440e-01
Iteration   191 | Cost: 6.085440e-01
Iteration   192 | Cost: 6.085440e-01
Iteration   193 | Cost: 6.085440e-01
Iteration   194 | Cost: 6.085440e-01
Iteration   195 | Cost: 6.085440e-01
Iteration   196 | Cost: 6.085440e-01
Iteration   197 | Cost: 6.085440e-01
Iteration   198 | Cost: 6.085440e-01
Iteration   199 | Cost: 6.085440e-01
Iteration   200 | Cost: 6.085440e-01

Iteration     1 | Cost: 7.188729e+01
Iteration     2 | Cost: 2.287289e+01
Iteration     3 | Cost: 5.083301e+00
Iteration     4 | Cost: 1.530110e+00
Iteration     5 | Cost: 1.428381e+00
Iteration     6 | Cost: 1.363275e+00
Iteration     7 | Cost: 1.333990e+00
Iteration     8 | Cost: 1.219390e+00
Iteration     9 | Cost: 1.090134e+00
Iteration    10 | Cost: 1.050936e+00
Iteration    11 | Cost: 1.029698e+00
Iteration    12 | Cost: 7.821417e-01
Iteration    13 | Cost: 7.500663e-01
Iteration    14 | Cost: 7.258311e-01
Iteration    15 | Cost: 6.935961e-01
Iteration    16 | Cost: 6.662650e-01
Iteration    17 | Cost: 6.551383e-01
Iteration    18 | Cost: 6.513552e-01
Iteration    19 | Cost: 6.484753e-01
Iteration    20 | Cost: 6.463746e-01
Iteration    21 | Cost: 6.351025e-01
Iteration    22 | Cost: 6.313690e-01
Iteration    23 | Cost: 6.264251e-01
Iteration    24 | Cost: 6.112269e-01
Iteration    25 | Cost: 6.097488e-01
Iteration    26 | Cost: 6.076372e-01
Iteration    27 | Cost: 6.055412e-01
Iteration    28 | Cost: 6.051327e-01
Iteration    29 | Cost: 6.046470e-01
Iteration    30 | Cost: 6.010294e-01
Iteration    31 | Cost: 5.984707e-01
Iteration    32 | Cost: 5.938707e-01
Iteration    33 | Cost: 5.896772e-01
Iteration    34 | Cost: 5.772810e-01
Iteration    35 | Cost: 5.763215e-01
Iteration    36 | Cost: 5.761157e-01
Iteration    37 | Cost: 5.758177e-01
Iteration    38 | Cost: 5.755970e-01
Iteration    39 | Cost: 5.753273e-01
Iteration    40 | Cost: 5.750285e-01
Iteration    41 | Cost: 5.747217e-01
Iteration    42 | Cost: 5.741172e-01
Iteration    43 | Cost: 5.738301e-01
Iteration    44 | Cost: 5.735178e-01
Iteration    45 | Cost: 5.722362e-01
Iteration    46 | Cost: 5.718452e-01
Iteration    47 | Cost: 5.716018e-01
Iteration    48 | Cost: 5.707761e-01
Iteration    49 | Cost: 5.706349e-01
Iteration    50 | Cost: 5.688107e-01
Iteration    51 | Cost: 5.675642e-01
Iteration    52 | Cost: 5.658015e-01
Iteration    53 | Cost: 5.624959e-01
Iteration    54 | Cost: 5.608110e-01
Iteration    55 | Cost: 5.604305e-01
Iteration    56 | Cost: 5.601769e-01
Iteration    57 | Cost: 5.600666e-01
Iteration    58 | Cost: 5.599960e-01
Iteration    59 | Cost: 5.599513e-01
Iteration    60 | Cost: 5.598911e-01
Iteration    61 | Cost: 5.597313e-01
Iteration    62 | Cost: 5.596062e-01
Iteration    63 | Cost: 5.595875e-01
Iteration    64 | Cost: 5.595490e-01
Iteration    65 | Cost: 5.595467e-01
Iteration    66 | Cost: 5.595169e-01
Iteration    67 | Cost: 5.595130e-01
Iteration    68 | Cost: 5.595025e-01
Iteration    69 | Cost: 5.594897e-01
Iteration    70 | Cost: 5.594617e-01
